,tamanio,autovalores,autovalorMax,autovalorMin,rangoAutovalores
62,"(2, 2)",[ 371.18852494 7131.06899728],7131.068997277837,371.1885249358156,6759.880472342022
63,"(2, 2)",[ 190.72720116 3062.08445924],3062.084459240139,190.72720115794436,2871.3572580821947
64,"(2, 2)",[1444.6150042  3641.60405904],3641.604059042724,1444.6150041958285,2196.9890548468957
65,"(2, 2)",[4015.99336177 2529.87560079],4015.9933617733777,2529.8756007898323,1486.1177609835454
66,"(2, 2)",[6037.94890108   27.4301267 ],6037.948901084683,27.430126697396645,6010.518774387287
67,"(2, 2)",[ 578.22612796 5249.90129388],5249.901293875627,578.2261279607046,4671.675165914922
68,"(2, 2)",[ 156.13841298 3311.05491425],3311.054914254166,156.13841298383204,3154.916501270334
69,"(2, 2)",[4.63311630e+03 2.35616663e-01],4633.116299280691,0.23561666312980378,4632.880682617561
70,"(2, 2)",[1.56104287e-01 3.20047058e+03],3200.4705755145023,0.15610428743957527,3200.3144712270628
71,"(2, 2)",[8051.67861508   25.69366236],8051.678615081154,25.69366236057033,8025.984952720583
72,"(2, 2)",[6835.34334266  117.36501858],6835.343342662633,117.36501857907888,6717.978324083555
73,"(2, 2)",[16072.18203861   272.42466072],16072.182038605519,272.42466072149637,15799.757377884023
74,"(2, 2)",[  23.1683092  5541.87192975],5541.871929748571,23.16830920326538,5518.703620545306
75,"(2, 2)",[10805.31361437   612.92689427],10805.313614369028,612.9268942668564,10192.386720102171
76,"(2, 2)",[5.14254562e+03 1.34113867e+00],5142.545620279209,1.3411386706582107,5141.204481608551
77,"(2, 2)",[   5.27346281 3037.09237017],3037.092370174104,5.273462810606816,3031.818907363497
78,"(2, 2)",[ 942.41398202 2669.29051185],2669.2905118468157,942.4139820209632,1726.8765298258525
79,"(2, 2)",[ 447.80968708 5448.45221313],5448.452213125596,447.80968707533884,5000.642526050257
80,"(2, 2)",[ 197.8286535  2451.89175724],2451.8917572390264,197.8286534998881,2254.0631037391386
81,"(2, 2)",[15792.37466302   106.53689771],15792.374663015806,106.53689771390509,15685.837765301902
82,"(2, 2)",[  20.36737982 8119.82843348],8119.828433476405,20.3673798195332,8099.461053656872
83,"(2, 2)",[5.42399808e-03 8.48860281e+03],8488.602813756435,0.005423998075457348,8488.59738975836
84,"(2, 2)",[  550.53979358 14711.3266575 ],14711.326657500618,550.5397935847777,14160.78686391584
85,"(2, 2)",[8969.57509578  775.11093152],8969.575095780627,775.1109315248145,8194.464164255813
86,"(2, 2)",[10211.05520414   399.86544493],10211.055204140783,399.86544493302245,9811.18975920776
87,"(2, 2)",[9143.03218446  347.81740251],9143.032184458063,347.81740251000144,8795.214781948061
88,"(2, 2)",[ 1507.60655195 15319.96207379],15319.962073789638,1507.6065519502436,13812.355521839396
89,"(2, 2)",[1.12438621e+04 1.29938930e+00],11243.862133155955,1.29938929952732,11242.562743856428
90,"(2, 2)",[4.97859811e+00 5.25127074e+03],5251.270736084727,4.978598113102635,5246.2921379716245
91,"(2, 2)",[16121.41576868  2259.77900208],16121.415768682564,2259.7790020788298,13861.636766603733
92,"(2, 2)",[   48.45702361 16608.74439199],16608.744391994092,48.45702361463009,16560.28736837946
93,"(2, 2)",[ 394.79803348 9063.36300313],9063.363003131682,394.7980334778649,8668.564969653817
94,"(2, 2)",[   44.87013508 15132.70387485],15132.703874849885,44.87013507534357,15087.833739774542
95,"(2, 2)",[3.06881620e+03 5.76129888e-02],3068.8161991848324,0.05761298880486265,3068.7585861960274
96,"(2, 2)",[ 1024.35566548 21827.18907902],21827.189079018557,1024.3556654844906,20802.833413534066
97,"(2, 2)",[12229.83526839   991.28691634],12229.835268393701,991.2869163423736,11238.548352051328
98,"(2, 2)",[ 431.5786369  1714.76080462],1714.7608046233727,431.5786369026273,1283.1821677207454
99,"(2, 2)",[ 174.93112443 8737.90568458],8737.905684575686,174.93112442774873,8562.974560147937
100,"(3, 3)",[2.85586913e+00 2.62290461e-03 4.05546157e-01],2.855869128416234,0.002622904608894516,2.8532462238073393
101,"(3, 3)",[13.68236996  0.02394222  0.86868733],13.68236995611877,0.0239422160675744,13.658427740051195
102,"(3, 3)",[1.25391350e+01 8.30412751e-04 1.40426537e+00],12.539134982359283,0.0008304127506722879,12.538304569608611
103,"(3, 3)",[72.19176043  2.80999193  0.0882334 ],72.1917604296649,0.08823340296651715,72.10352702669837
104,"(3, 3)",[62.20621419  1.4982793   5.13670983],62.20621418663489,1.498279304994783,60.70793488164011
105,"(3, 3)",[70.16345421  6.82819179  0.64006382],70.1634542148497,0.6400638174799612,69.52339039736974
106,"(3, 3)",[1.68179776e+02 1.35373033e-01 7.55321526e+00],168.17977620782543,0.13537303277368185,168.04440317505174
107,"(3, 3)",[2.10846405e+02 4.76913304e+00 5.87909055e-02],210.84640526124846,0.058790905536644095,210.7876143557118
108,"(3, 3)",[1.73477727e+02 1.62557081e-04 1.77132604e+01],173.47772727157596,0.00016255708106063877,173.4775647144949
109,"(3, 3)",[288.90551606  20.98261721   9.1025649 ],288.9055160559839,9.102564900919452,279.8029511550645
110,"(3, 3)",[502.8293488    6.14160652   9.91550092],502.82934879630767,6.141606517285998,496.6877422790217
111,"(3, 3)",[434.30982177   1.08852655  47.61786913],434.30982176723734,1.088526552227802,433.22129521500955
112,"(3, 3)",[255.65624736   1.63520415   7.51278245],255.6562473559675,1.635204149552628,254.02104320641487
113,"(3, 3)",[743.21205892   9.42167097   2.01998286],743.2120589216087,2.0199828639463857,741.1920760576622
114,"(3, 3)",[5.42178865e+02 9.55707058e+01 1.73678817e-04],542.1788651931693,0.00017367881730977989,542.178691514352
115,"(3, 3)",[336.98834789   4.1133298   62.58845275],336.98834789324223,4.1133298030974235,332.8750180901448
116,"(3, 3)",[907.78847642   1.49856087  55.42883129],907.7884764183982,1.498560870769056,906.2899155476291
117,"(3, 3)",[1077.76301034   50.55318896    4.14749992],1077.7630103389795,4.147499920255037,1073.6155104187244
118,"(3, 3)",[7.95184865e+02 5.57880873e-01 2.11275667e+01],795.1848645800492,0.5578808733155763,794.6269837067337
119,"(3, 3)",[1285.56936081  144.63714829   10.66356924],1285.5693608065521,10.66356923956488,1274.9057915669873
120,"(3, 3)",[1415.81679671  150.15475901   86.5145161 ],1415.8167967102056,86.51451609673092,1329.3022806134747
121,"(3, 3)",[853.44327771  17.89258254 189.18244182],853.4432777078308,17.892582539197313,835.5506951686335
122,"(3, 3)",[1.20128936e+03 7.25828763e-02 1.32517883e+02],1201.2893577254786,0.07258287625368899,1201.216774849225
123,"(3, 3)",[1264.87639156  130.61532503   61.70077646],1264.8763915596596,61.700776462451074,1203.1756150972085
124,"(3, 3)",[1616.49505137  155.80976461   21.43206029],1616.4950513702559,21.432060292410174,1595.0629910778457
125,"(3, 3)",[2060.30979736   13.96077585  133.82892463],2060.3097973602667,13.960775849693487,2046.3490215105733
126,"(3, 3)",[1512.34449585    8.12046667  171.64503955],1512.344495848216,8.120466667992677,1504.2240291802232
127,"(3, 3)",[1112.09567379   39.78926981  136.35414888],1112.0956737899119,39.78926980883662,1072.3064039810752
128,"(3, 3)",[1737.56290639  325.11102718    6.81590465],1737.5629063909032,6.815904647755286,1730.7470017431478
129,"(3, 3)",[3.83583144e+03 3.56012987e+02 2.42125893e-02],3835.8314364865682,0.024212589336009272,3835.8072238972322
130,"(3, 3)",[3.21790038e+03 1.15630808e-02 2.26937993e+02],3217.9003827850906,0.011563080753869399,3217.8888197043366
131,"(3, 3)",[2997.15721155    7.62050876  213.91002515],2997.15721154684,7.62050876198741,2989.5367027848524
132,"(3, 3)",[4559.9041442    29.76854154   41.52121721],4559.904144199975,29.76854153980778,4530.135602660167
133,"(3, 3)",[3.07481170e+03 7.11820141e-01 2.95105430e+02],3074.8117024948833,0.7118201406988386,3074.0998823541845
134,"(3, 3)",[4285.865255    199.66261418   62.45833686],4285.865254997884,62.45833686094321,4223.406918136941
135,"(3, 3)",[2.86208388e+03 2.24806924e+00 6.27863282e+02],2862.0838832881254,2.2480692393575965,2859.835814048768
136,"(3, 3)",[3235.95635101  619.07023368  135.47841891],3235.956351013242,135.4784189091444,3100.477932104098
137,"(3, 3)",[2399.68182806   16.03104232  718.07729672],2399.6818280614457,16.031042321620877,2383.6507857398246
138,"(3, 3)",[4114.96138643   76.80248492  424.1399227 ],4114.961386429269,76.80248491824928,4038.1589015110194
139,"(3, 3)",[6747.96056926   47.87034444  303.16667407],6747.960569256984,47.87034443788479,6700.0902248191
140,"(3, 3)",[3386.68056023  697.94550025   37.97834697],3386.68056023098,37.97834696536592,3348.7022132656143
141,"(3, 3)",[7731.46621491   50.33184761  496.60238948],7731.4662149104815,50.33184761210661,7681.134367298375
142,"(3, 3)",[5.10671015e+03 2.00227653e+02 3.12646567e+00],5106.710153011456,3.126465669769086,5103.5836873416865
143,"(3, 3)",[5099.81885671  117.34934746    6.10668635],5099.818856714678,6.106686348796013,5093.712170365882
144,"(3, 3)",[4771.44297008  259.56325445   94.87467379],4771.4429700799365,94.87467379366194,4676.568296286275
145,"(3, 3)",[5.27130570e+03 3.03306021e+00 2.47175263e+02],5271.30569964702,3.0330602121650756,5268.272639434856
146,"(3, 3)",[5401.3148226   558.11920476   31.54780019],5401.314822604732,31.54780018797079,5369.767022416761
147,"(3, 3)",[6062.40725017 1106.93631371    9.52293965],6062.407250174363,9.522939653496742,6052.884310520866
148,"(3, 3)",[4852.30522681   15.56042176 1894.80368553],4852.305226807086,15.560421761277473,4836.744805045809
149,"(3, 3)",[7686.30752683  874.63595346  531.44065839],7686.307526827888,531.4406583920426,7154.866868435845
150,"(3, 3)",[8457.03500809   69.61207201  340.4113328 ],8457.035008088771,69.61207201401956,8387.422936074752
151,"(3, 3)",[10199.26004742  1690.70221723    93.88628998],10199.260047418291,93.88628998010094,10105.37375743819
152,"(3, 3)",[7245.99713087   20.22924136  525.63584662],7245.997130872755,20.229241357903057,7225.767889514852
153,"(3, 3)",[8498.94208574  812.46123257   31.55269608],8498.942085743573,31.55269607716089,8467.389389666412
154,"(3, 3)",[4.16525351e+03 7.88660379e-03 1.11145298e+03],4165.253505404205,0.007886603790839372,4165.2456188004135
155,"(3, 3)",[1.02200212e+04 7.44430298e+00 1.13289402e+03],10220.021159321122,7.444302979904169,10212.576856341218
156,"(3, 3)",[15189.09233652   747.58030216    44.41050561],15189.092336521373,44.410505605004516,15144.681830916368
157,"(3, 3)",[1.10266588e+04 2.26826550e+00 3.69039529e+02],11026.658820260209,2.268265503621965,11024.390554756586
158,"(3, 3)",[10597.53104676   672.43364653    81.33342232],10597.531046762426,81.33342231870701,10516.19762444372
159,"(3, 3)",[8.52084996e+03 2.02620837e+02 3.38118523e+00],8520.84996358108,3.3811852268653824,8517.468778354216
160,"(3, 3)",[2930.52989202   17.7491894   733.09719642],2930.529892015702,17.74918940169371,2912.780702614008
161,"(3, 3)",[9357.19940534 1527.48602568  438.70640888],9357.199405344105,438.7064088770788,8918.492996467026
162,"(3, 3)",[4.83743684e+03 2.80606494e+00 9.17462982e+02],4837.436838786139,2.806064943841154,4834.6307738422975
163,"(3, 3)",[6.00281111e+03 1.04918725e+03 4.39551470e-02],6002.811114984845,0.04395514700431845,6002.76715983784
164,"(3, 3)",[7093.15425757 1260.02947857   83.66339574],7093.154257566235,83.66339574157793,7009.490861824657
165,"(3, 3)",[7504.73320357  752.05554476 2244.81810678],7504.733203573668,752.0555447583292,6752.677658815339
166,"(3, 3)",[4805.10071051  989.20389297   13.72700267],4805.10071051434,13.727002672109117,4791.373707842231
167,"(3, 3)",[9021.7938236    12.71342436  386.54176178],9021.793823595759,12.713424358149442,9009.08039923761
168,"(3, 3)",[9732.07719764  227.89063804 1837.74921497],9732.077197643584,227.8906380394884,9504.186559604095
169,"(3, 3)",[7695.25302531  255.11896316  766.37402426],7695.253025311611,255.11896315850638,7440.134062153104
170,"(3, 3)",[12744.03155257   370.77002632  2291.60393868],12744.031552568798,370.7700263198439,12373.261526248954
171,"(3, 3)",[9267.91636448  230.03307173  491.04046435],9267.916364480783,230.0330717329258,9037.883292747858
172,"(3, 3)",[19816.01938405  1071.57742497   300.18023635],19816.019384047588,300.18023634663473,19515.839147700954
173,"(3, 3)",[12379.28371523  1710.30948823   270.97401149],12379.28371523375,270.974011488329,12108.30970374542
174,"(3, 3)",[1.45576786e+04 3.77715156e+03 1.17178726e+00],14557.67861167223,1.1717872586532567,14556.506824413576
175,"(3, 3)",[18313.51421717  1464.42941335    70.12456482],18313.514217174055,70.12456482290496,18243.38965235115
176,"(3, 3)",[19079.19251218  1871.73982943   215.17597652],19079.192512179572,215.1759765180928,18864.016535661478
177,"(3, 3)",[15956.02826307  1681.67232599   174.34818057],15956.02826307111,174.34818057147749,15781.680082499632
178,"(3, 3)",[18386.331998      30.27545432   914.56255296],18386.331997995687,30.275454316895605,18356.05654367879
179,"(3, 3)",[28555.5134206   1775.05806326    29.37724664],28555.513420595173,29.377246638293734,28526.13617395688
180,"(3, 3)",[17582.31128464   185.30185675  1619.54439604],17582.311284637046,185.30185674794728,17397.009427889097
181,"(3, 3)",[5242.03556618 2665.76973191  884.93900316],5242.035566175026,884.9390031553038,4357.096563019722
182,"(3, 3)",[2.40877733e+04 1.90928185e+01 1.93950488e+03],24087.77330732861,19.09281852104864,24068.680488807564
183,"(3, 3)",[11009.16515839  1039.9883687   4359.94793886],11009.165158386584,1039.988368699612,9969.176789686971
184,"(3, 3)",[16197.87956869   525.40482002   995.79330484],16197.879568687422,525.4048200229063,15672.474748664516
185,"(3, 3)",[30797.34956054   130.61525621   902.62337087],30797.349560542174,130.61525620771283,30666.734304334463
186,"(3, 3)",[20816.63754391   415.20201369  2534.04700723],20816.637543906636,415.2020136921709,20401.435530214465
187,"(3, 3)",[8142.9893109  1464.92465535  135.72763715],8142.989310899746,135.7276371452516,8007.261673754494
188,"(3, 3)",[25339.19913895  2724.23707281   493.94782641],25339.199138953,493.94782641234605,24845.251312540655
189,"(3, 3)",[25710.28103339  1297.97998737   858.67585962],25710.281033392654,858.6758596246102,24851.605173768043
190,"(3, 3)",[17266.22960181  3044.74775497  1095.72579225],17266.229601805175,1095.7257922465296,16170.503809558646
191,"(3, 3)",[19651.22762519   205.48770129    35.6243346 ],19651.227625189567,35.62433459761761,19615.60329059195
192,"(3, 3)",[27240.03379752    36.23706152  1484.17851557],27240.03379751679,36.2370615239403,27203.796735992848
193,"(3, 3)",[1.40015081e+04 9.20583335e+02 9.22357709e+00],14001.508124233702,9.223577091498596,13992.284547142202
194,"(3, 3)",[34467.07108318   213.90055593  1052.72771793],34467.07108318347,213.90055592910755,34253.17052725436
195,"(3, 3)",[39240.97146093   120.27028314  1448.85761452],39240.97146093247,120.27028314476826,39120.701177787705
196,"(3, 3)",[2.31686376e+04 1.62359702e+03 2.06234177e+01],23168.63756464016,20.623417698798168,23148.014146941365
197,"(3, 3)",[30901.08098858  3001.69392637   693.09906057],30901.08098858063,693.0990605693154,30207.981928011315
198,"(3, 3)",[46047.94216049  1491.15914594   185.00984094],46047.94216049025,185.00984093796822,45862.93231955228
199,"(3, 3)",[32790.11460326  3258.28833709   222.02118679],32790.11460325966,222.02118679069108,32568.093416468968
200,"(4, 4)",[2.74032601 0.00753863 0.52417847 0.30685379],2.740326010134412,0.007538634872806049,2.732787375261606
201,"(4, 4)",[2.38755091e+01 1.74311895e+00 2.93525756e-01 1.07088158e-04],23.87550906563571,0.00010708815837817916,23.875401977477335
202,"(4, 4)",[54.21172475  2.74563026  0.76075062  0.21954569],54.21172474653518,0.21954568938655727,53.992179057148626
203,"(4, 4)",[89.0786947   9.28301658  0.83844631  4.94449987],89.07869469824374,0.8384463064064914,88.24024839183724
204,"(4, 4)",[86.51044841  3.07473468 11.46670025 20.45935388],86.51044840712561,3.0747346796271566,83.43571372749845
205,"(4, 4)",[211.83774521  24.76518655   3.0846082    0.22590273],211.8377452095015,0.22590272869407707,211.6118424808074
206,"(4, 4)",[273.25800715  14.84105305   0.94485371   2.86290006],273.2580071492084,0.9448537119726607,272.31315343723577
207,"(4, 4)",[313.1036604    0.46225988  23.22447824  49.87183987],313.1036603952139,0.46225987690202347,312.6414005183119
208,"(4, 4)",[2.72291687e+02 3.51060333e+01 4.87227862e+00 2.19093720e-02],272.29168691014297,0.021909372020547293,272.2697775381224
209,"(4, 4)",[4.75620084e+02 1.46135671e+01 1.11165872e+01 6.41922321e-02],475.62008409881236,0.06419223209246533,475.5558918667199
210,"(4, 4)",[4.20241830e+02 2.81728539e-01 4.91634739e+01 8.18935583e+01],420.24183034596075,0.2817285386184657,419.9601018073423
211,"(4, 4)",[6.36051207e+02 3.57433651e+01 5.62653145e-01 1.47584640e+01],636.0512074069253,0.5626531450332969,635.488554261892
212,"(4, 4)",[6.69348138e+02 7.60436567e+01 1.52809879e-03 2.49861267e+01],669.3481378656675,0.0015280987940230787,669.3466097668735
213,"(4, 4)",[1079.98042868  110.15102001   58.4110601    32.66199653],1079.9804286751864,32.66199652550456,1047.318432149682
214,"(4, 4)",[874.09905338 121.67992222   4.88144829  24.74824934],874.0990533772051,4.8814482903314325,869.2176050868737
215,"(4, 4)",[1.57937402e+03 1.78554132e+02 1.16246627e+01 5.77408435e-01],1579.3740168230963,0.5774084349462897,1578.79660838815
216,"(4, 4)",[1243.63457213  229.99799655   16.70169813   10.16682557],1243.6345721336402,10.166825572553494,1233.4677465610866
217,"(4, 4)",[1910.29121513    7.71477894   84.39655588  156.94387568],1910.2912151262774,7.71477893590314,1902.5764361903744
218,"(4, 4)",[2264.83889208  214.26595947    3.84579412   70.53842216],2264.8388920817197,3.845794123620236,2260.9930979580995
219,"(4, 4)",[1.05903000e+03 4.74424261e-01 9.05983433e+01 1.22065571e+02],1059.0299986235766,0.474424260926504,1058.55557436265
220,"(4, 4)",[2220.17251013    7.42450596   91.94892529  139.97034157],2220.172510134179,7.424505963684298,2212.748004170495
221,"(4, 4)",[2592.83934499  220.60441139   58.17389117    8.26697718],2592.8393449935265,8.266977176524085,2584.5723678170025
222,"(4, 4)",[2.62390183e+03 3.00088389e+02 2.33703961e-01 7.54797933e+01],2623.9018288391653,0.23370396105594057,2623.668124878109
223,"(4, 4)",[2225.3510656   329.5345574    47.42156276    3.93421387],2225.351065597528,3.9342138701768583,2221.416851727351
224,"(4, 4)",[1731.17686858  584.51611551  263.42234597   70.55092043],1731.1768685755599,70.55092043290261,1660.6259481426573
225,"(4, 4)",[2.57562188e+03 2.32074566e+02 7.39503002e-01 1.23482955e+02],2575.621884189728,0.7395030015746146,2574.8823811881534
226,"(4, 4)",[2474.71247858  234.4014923    43.79910079   30.69321168],2474.712478579907,30.69321167614869,2444.0192669037583
227,"(4, 4)",[1601.79797684  163.14737807   25.83041504   82.42399507],1601.7979768361574,25.830415037499105,1575.9675617986584
228,"(4, 4)",[5583.79776209  362.43198519  169.72137711   14.01327886],5583.797762085419,14.013278856639499,5569.784483228779
229,"(4, 4)",[6526.08857895  355.31318959   14.42527756  164.56016065],6526.0885789475615,14.425277557940756,6511.663301389621
230,"(4, 4)",[5294.92148179    9.34908645  155.12262311  181.02214873],5294.921481790905,9.34908645413191,5285.572395336773
231,"(4, 4)",[2702.16903673 1078.95785485    7.13986757  286.04034744],2702.169036730492,7.139867567187635,2695.0291691633042
232,"(4, 4)",[3282.0007175   730.62088247  120.55784616   63.0355733 ],3282.000717497543,63.03557330223755,3218.9651441953056
233,"(4, 4)",[6090.39973737  809.20129539   12.89212263  168.76634397],6090.399737369004,12.892122627520564,6077.507614741483
234,"(4, 4)",[5672.99543467  913.98033527   79.1288582    14.33343342],5672.995434667744,14.333433418264013,5658.66200124948
235,"(4, 4)",[5.67710419e+03 8.07564373e+02 3.05336707e-01 1.59599627e+02],5677.104189327579,0.3053367073002718,5676.798852620279
236,"(4, 4)",[8.42682154e+03 4.67186409e-02 4.11519402e+02 7.20969574e+02],8426.821540582532,0.046718640882623404,8426.77482194165
237,"(4, 4)",[1.13127536e+04 2.72393878e+00 1.72312637e+02 3.83894685e+02],11312.753589609922,2.7239387756017663,11310.02965083432
238,"(4, 4)",[5942.85805507  828.67697415   98.01387211   22.74592471],5942.858055071148,22.745924710483397,5920.112130360664
239,"(4, 4)",[4.89040393e+03 7.85112939e+02 1.19156732e+02 2.31831722e+00],4890.403927459841,2.318317215493746,4888.085610244347
240,"(4, 4)",[6120.12001829 1733.91796727  607.17224831   10.50677087],6120.120018292722,10.50677086995963,6109.6132474227625
241,"(4, 4)",[8296.93836632  883.15112933  167.92283853   14.57801525],8296.938366323808,14.57801524822742,8282.36035107558
242,"(4, 4)",[7.31509685e+03 1.20957022e+03 2.88778148e+00 4.06350577e+02],7315.096852003641,2.887781479748377,7312.2090705238925
243,"(4, 4)",[10003.73803813   721.26774689   284.65498214   218.84921073],10003.738038125719,218.84921072625696,9784.888827399462
244,"(4, 4)",[14019.16920199  1633.67767801   143.67142912   184.2066582 ],14019.169201990557,143.6714291197941,13875.497772870762
245,"(4, 4)",[12150.38171701   987.9754126     52.89522554   316.06465856],12150.381717005537,52.89522553756793,12097.48649146797
246,"(4, 4)",[11179.71789132  1244.19503952   244.1542394     20.94682419],11179.717891315824,20.94682419164661,11158.771067124177
247,"(4, 4)",[9.88971470e+03 1.35828936e+03 2.35137881e+02 5.88897782e+00],9889.714696029285,5.888977817279273,9883.825718212005
248,"(4, 4)",[10232.22817052    92.30872228   797.93539406   707.71345062],10232.228170515908,92.30872227745198,10139.919448238456
249,"(4, 4)",[11083.66741955  1515.29228408   251.8379357     43.23281205],11083.66741954744,43.23281204737804,11040.434607500063
